hanke;kortteli;tontti;asemakaava_lainvoimainen;osa_alue;pienalue;asuinkerrosala;muu_ala;asuntojen_maara;rakentamisvalmiusvuosi;aloitusvuosi;valmistumisvuosi;valmistumisaika;hallinta;hallintasuhde;rahoitusmuoto;hitas;talotyyppi;rakennuttaja;maanomistus;post_code;AAGR;AAGR_vaesto;peruskorko
5061;47314;12;9.1.2015 0:00;473 Mellunmäki;4731;150;0.0;1;2018.0;2019;2019;1.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ok/Paritalo;YKSITYISHENKILÖ(T);Kaupunki;970;0,026411054;0,005881889;-0,25
5064;47315;1;9.1.2015 0:00;473 Mellunmäki;4731;145;0.0;1;2018.0;2019;2020;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ok/Paritalo;OMATOIMINEN RAK.;Kaupunki;970;0,026411054;0,005881889;-0,25
5066;47315;3;9.1.2015 0:00;473 Mellunmäki;4731;140;0.0;1;2018.0;2019;2019;1.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ok/Paritalo;OMATOIMINEN RAK.;Kaupunki;970;0,026411054;0,005881889;-0,25
5067;47315;4;9.1.2015 0:00;473 Mellunmäki;4731;140;0.0;1;2018.0;2019;2019;1.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ok/Paritalo;OMATOIMINEN RAK.;Kaupunki;970;0,026411054;0,005881889;-0,25
5068;47315;5;9.1.2015 0:00;473 Mellunmäki;4731;140;0.0;1;2018.0;2019;2019;1.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ok/Paritalo;YKSITYISHENKILÖ(T);Kaupunki;970;0,026411054;0,005881889;-0,25
5069;47316;1;9.1.2015 0:00;473 Mellunmäki;4731;1400;0.0;15;2018.0;2017;2017;-1.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hintakontrolloitu;Pientalo;OPTIMIKODIT OY;Kaupunki;970;0,026411054;0,005881889;0
5077;40122;4;11.1.2013 0:00;402 Tapulikaupunki;4024;2700;0.0;38;2011.0;2015;2017;6.0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Kerrostalo;ATT;Kaupunki;750;0,032959936;0,000457188;0,25
5078;40122;2;11.1.2013 0:00;402 Tapulikaupunki;4024;3800;100.0;56;2011.0;2015;2017;6.0;Välimuoto;Asumisoikeusasuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Kerrostalo;ATT;Kaupunki;750;0,032959936;0,000457188;0,25
5079;40123;4;11.1.2013 0:00;402 Tapulikaupunki;4024;1500;0.0;15;2011.0;2015;2016;5.0;Välimuoto;Asumisoikeusasuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Rivitalo;ATT;Kaupunki;750;0,032959936;0,000457188;0,25
5080;40120;3;11.1.2013 0:00;402 Tapulikaupunki;4024;2440;0.0;25;2011.0;2015;2016;5.0;Välimuoto;Asumisoikeusasuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Rivitalo;ATT;Kaupunki;750;0,032959936;0,000457188;0,25
5081;39094;8;5.8.2011 0:00;391 Tapaninvainio;3912;373;0.0;4;0.0;2018;2019;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ok/Paritalo;MÄKIMÄNTY OY;Yksityinen;780;0,031688522;0,000421776;-0,25
5082;40189;3;5.4.2013 0:00;402 Tapulikaupunki;4024;1000;0.0;16;2011.0;2016;2016;5.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;NUORISOSÄÄTIÖ;Yksityinen;750;0,032959936;0,000457188;0
5083;45446;15;5.1.2007 0:00;451 Vartioharju;4512;299;0.0;2;2007.0;2008;2009;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ok/Paritalo;TUNTEMATON;Yksityinen;910;0,040798319;0,001804418;4,75
5084;45484;10;12.10.2007 0:00;451 Vartioharju;4513;500;0.0;3;2006.0;2016;2017;11.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;950;0,040112264;0,001804418;0
5085;45457;4;5.1.2007 0:00;451 Vartioharju;4512;255;0.0;2;2007.0;2007;2008;1.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;950;0,040112264;0,001804418;3,75
5086;40166;10;26.1.2007 0:00;402 Tapulikaupunki;4022;160;0.0;1;2006.0;2007;2007;1.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;750;0,032959936;0,000457188;3,75
5089;45442;11;8.10.2004 0:00;451 Vartioharju;4512;171;0.0;2;1998.0;2006;2007;9.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ok/Paritalo;TUNTEMATON;Yksityinen;910;0,040798319;0,001804418;2,5
5091;49257;6;11.10.2002 0:00;492 Jollas;4923;200;0.0;1;2002.0;2006;2011;9.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;850;0,049523782;0,003501452;2,5
5092;49259;7;11.10.2002 0:00;492 Jollas;4923;170;0.0;1;2002.0;2006;2007;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;850;0,049523782;0,003501452;2,5
5094;11326;25;7.4.1989 0:00;112 Linjat;1121;9331;0.0;80;0.0;2012;2012;0.0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Kerrostalo;Pelastusarmeija;Yksityinen;530;0,056179064;-0,000561298;2
5095;49259;12;11.10.2002 0:00;492 Jollas;4923;210;0.0;1;1999.0;2007;2008;9.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;850;0,049523782;0,003501452;3,75
5096;49259;13;11.10.2002 0:00;492 Jollas;4923;180;0.0;1;1999.0;2008;2012;13.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;850;0,049523782;0,003501452;4,75
5105;47233;7;14.3.2008 0:00;472 Vesala;4724;140;0.0;1;2012.0;2016;2018;6.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;NOTOCOM OY;Kaupunki;970;0,026411054;-0,00200217;0
5106;47233;8;14.3.2008 0:00;472 Vesala;4724;140;0.0;1;2012.0;2013;2014;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;NOTOCOM OY;Kaupunki;970;0,026411054;-0,00200217;0,75
5107;47233;9;14.3.2008 0:00;472 Vesala;4724;140;0.0;1;2012.0;2013;2014;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;NOTOCOM OY;Kaupunki;970;0,026411054;-0,00200217;0,75
5108;47233;10;14.3.2008 0:00;472 Vesala;4724;280;0.0;2;2012.0;2015;2018;6.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;NOTOCOM OY;Kaupunki;970;0,026411054;-0,00200217;0,25
5109;47233;12;14.3.2008 0:00;472 Vesala;4724;140;0.0;1;2012.0;2013;2014;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;NOTOCOM OY;Kaupunki;970;0,026411054;-0,00200217;0,75
5110;47233;13;14.3.2008 0:00;472 Vesala;4724;140;0.0;1;2012.0;2013;2014;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;NOTOCOM OY;Kaupunki;970;0,026411054;-0,00200217;0,75
5111;47233;14;14.3.2008 0:00;472 Vesala;4724;140;0.0;1;2012.0;2015;2017;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;NOTOCOM OY;Kaupunki;970;0,026411054;-0,00200217;0,25
5112;47233;15;14.3.2008 0:00;472 Vesala;4724;140;0.0;1;2012.0;2013;2014;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;NOTOCOM OY;Kaupunki;970;0,026411054;-0,00200217;0,75
5113;47233;16;14.3.2008 0:00;472 Vesala;4724;140;0.0;1;2012.0;2013;2014;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;NOTOCOM OY;Kaupunki;970;0,026411054;-0,00200217;0,75
5114;47233;17;14.3.2008 0:00;472 Vesala;4724;140;0.0;1;2012.0;2013;2014;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;NOTOCOM OY;Kaupunki;970;0,026411054;-0,00200217;0,75
5115;47233;18;14.3.2008 0:00;472 Vesala;4724;140;0.0;1;2012.0;2015;2017;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;NOTOCOM OY;Kaupunki;970;0,026411054;-0,00200217;0,25
5116;47233;19;14.3.2008 0:00;472 Vesala;4724;140;0.0;1;2012.0;2016;2016;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;NOTOCOM OY;Kaupunki;970;0,026411054;-0,00200217;0
5117;47233;20;14.3.2008 0:00;472 Vesala;4724;140;0.0;1;2012.0;2013;2014;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;NOTOCOM OY;Kaupunki;970;0,026411054;-0,00200217;0,75
5118;47233;21;14.3.2008 0:00;472 Vesala;4724;140;0.0;1;2012.0;2013;2014;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;NOTOCOM OY;Kaupunki;970;0,026411054;-0,00200217;0,75
5119;47233;22;14.3.2008 0:00;472 Vesala;4724;140;0.0;1;2012.0;2015;2017;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;NOTOCOM OY;Kaupunki;970;0,026411054;-0,00200217;0,25
5120;47233;23;14.3.2008 0:00;472 Vesala;4724;140;0.0;1;2012.0;2015;2016;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;NOTOCOM OY;Kaupunki;970;0,026411054;-0,00200217;0,25
5149;45296;33;2.3.2007 0:00;451 Vartioharju;4511;170;0.0;1;2007.0;2007;2008;1.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;950;0,040112264;0,001804418;3,75
5150;45456;43;2.3.2007 0:00;451 Vartioharju;4512;164;0.0;1;2007.0;2007;2012;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;950;0,040112264;0,001804418;3,75
5151;41086;13;9.3.2007 0:00;411 Puistola;4112;131;0.0;1;2007.0;2008;2009;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;760;0,033337521;-0,001036182;4,75
5152;4077;23;5.11.1982 0:00;040 Kamppi;407;4368;4014.0;39;2007.0;2007;2008;1.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;AS.OY ANTINKATU 32;Yksityinen;180;0,057204279;0,006663735;3,75
5154;4156;2;5.11.1982 0:00;040 Kamppi;407;5991;0.0;66;0.0;2015;2016;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;LAPIS RAKENNUS OY;Yksityinen;180;0,057204279;0,006663735;0,25
5156;45256;9;23.2.2007 0:00;451 Vartioharju;4511;160;0.0;1;2007.0;2008;2008;1.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;950;0,040112264;0,001804418;4,75
5158;41250;6;30.10.2009 0:00;411 Puistola;4111;179;0.0;1;2010.0;2015;2015;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;760;0,033337521;-0,001036182;0,25
5159;41088;27;30.10.2009 0:00;411 Puistola;4111;110;0.0;1;2010.0;2014;2015;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;750;0,032959936;-0,001036182;0,5
5161;41038;17;30.10.2009 0:00;411 Puistola;4111;150;0.0;1;2010.0;2015;2016;6.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;750;0,032959936;-0,001036182;0,25
5162;41038;18;30.10.2009 0:00;411 Puistola;4111;150;0.0;1;2010.0;2013;2014;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;750;0,032959936;-0,001036182;0,75
5163;41033;16;30.10.2009 0:00;411 Puistola;4111;150;0.0;1;2010.0;2014;2014;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;750;0,032959936;-0,001036182;0,5
5164;41033;17;30.10.2009 0:00;411 Puistola;4111;150;0.0;1;2010.0;2014;2014;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;750;0,032959936;-0,001036182;0,5
5165;41033;18;30.10.2009 0:00;411 Puistola;4111;150;0.0;1;2010.0;2013;2014;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;750;0,032959936;-0,001036182;0,75
5166;41034;12;30.10.2009 0:00;411 Puistola;4111;150;0.0;1;2010.0;2014;2014;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;750;0,032959936;-0,001036182;0,5
5167;41034;13;30.10.2009 0:00;411 Puistola;4111;150;0.0;1;2010.0;2013;2014;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;750;0,032959936;-0,001036182;0,75
5168;41040;33;30.10.2009 0:00;411 Puistola;4111;150;0.0;1;2010.0;2013;2014;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;750;0,032959936;-0,001036182;0,75
5169;41040;34;30.10.2009 0:00;411 Puistola;4111;150;0.0;1;2010.0;2014;2014;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;750;0,032959936;-0,001036182;0,5
5170;41041;9;30.10.2009 0:00;411 Puistola;4111;150;0.0;1;2010.0;2014;2015;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;750;0,032959936;-0,001036182;0,5
5171;41041;10;30.10.2009 0:00;411 Puistola;4111;150;0.0;1;2010.0;2014;2015;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;750;0,032959936;-0,001036182;0,5
5172;41041;11;30.10.2009 0:00;411 Puistola;4111;120;0.0;1;2010.0;2019;2020;10.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;730;0,038910223;-0,001036182;-0,25
5173;41048;1;30.10.2009 0:00;411 Puistola;4111;150;0.0;1;2010.0;2013;2014;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;750;0,032959936;-0,001036182;0,75
5174;41048;2;30.10.2009 0:00;411 Puistola;4111;150;0.0;1;2010.0;2013;2014;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;750;0,032959936;-0,001036182;0,75
5175;41048;3;30.10.2009 0:00;411 Puistola;4111;150;0.0;1;2010.0;2013;2014;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;750;0,032959936;-0,001036182;0,75
5176;41048;4;30.10.2009 0:00;411 Puistola;4111;150;0.0;1;2010.0;2013;2014;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;750;0,032959936;-0,001036182;0,75
5177;11305;4;21.6.2007 0:00;112 Linjat;1122;3350;0.0;35;2008.0;2011;2011;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;V.O.MATTILA OY;Yksityinen;530;0,056179064;-0,000561298;1,5
5225;4155;12;25.2.1983 0:00;040 Kamppi;408;1700;0.0;21;2007.0;2008;2009;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;AS.OY ASTA BOSTADS AB;Yksityinen;180;0,057204279;0,006663735;4,75
5228;22585;22;14.8.2019 0:00;220 Vallila;2206;4385;140.0;70;0.0;2021;2022;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;POHJOLA RAKENNUS OY;Kaupunki;550;0,058499404;0,017556635;-0,5
5229;22585;23;14.8.2019 0:00;220 Vallila;2206;3675;0.0;41;0.0;2021;2023;0.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Kerrostalo;POHJOLA RAKENNUS OY;Kaupunki;550;0,058499404;0,017556635;-0,5
5232;47182;34;1.8.2014 0:00;471 Kontula;4713;364;0.0;3;2010.0;2018;2018;8.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;SIKLA OY;Yksityinen;920;0,04036742;0,00387585;-0,25
5233;47182;31;1.8.2014 0:00;471 Kontula;4713;200;0.0;1;2010.0;2013;2014;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;920;0,04036742;0,00387585;0,75
5236;47185;22;1.8.2014 0:00;471 Kontula;4713;159;0.0;2;2010.0;2019;2019;9.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ok/Paritalo;PUUKOTI GROUP;Yksityinen;920;0,04036742;0,00387585;-0,25
5237;22534;11;16.4.2010 0:00;220 Vallila;2203;3700;215.0;40;2010.0;2011;2012;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;SRV YHTIÖT;Kaupunki;510;0,059177491;0,017556635;1,5
5238;40052;11;27.2.2009 0:00;402 Tapulikaupunki;4023;2153;0.0;18;2008.0;2011;2013;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;YKSITYISHENKILÖ(T);Yksityinen;750;0,032959936;0,000457188;1,5
5239;32013;25;3.8.2007 0:00;320 Konala;3205;300;0.0;1;2008.0;2010;2011;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ok/Paritalo;TUNTEMATON;Yksityinen;390;0,039963635;0,016574505;1,25
5243;38259;5;9.5.2008 0:00;383 Pihlajamäki;3834;620;0.0;7;2009.0;2016;2016;7.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Pientalo;LARMIX OY;Kaupunki;710;0,035720116;-0,003637274;0
5268;30220;1;27.3.2009 0:00;303 Lehtisaari;3031;1200;0.0;5;2010.0;2013;2015;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;TUNTEMATON;Yksityinen;340;0,032642181;0,002710674;0,75
5270;54080;4;29.1.2010 0:00;541 Keski-Vuosaari;5419;4800;0.0;71;2008.0;2018;2019;11.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;BASSO BUILDING SYSTEMS OY;Yksityinen;980;0,041691154;0,008984244;-0,25
5272;39146;4;19.3.2010 0:00;391 Tapaninvainio;3912;1500;0.0;18;2011.0;2015;2016;5.0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Kerrostalo;ATT;Kaupunki;730;0,038910223;0,000421776;0,25
5273;39143;11;19.3.2010 0:00;391 Tapaninvainio;3912;1254;0.0;12;2011.0;2013;2014;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;YIT;Kaupunki myy / myynyt;730;0,038910223;0,000421776;0,75
5274;47030;14;6.6.2014 0:00;471 Kontula;4716;3440;0.0;48;0.0;2015;2016;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;YIT;Yksityinen;940;0,031552956;0,00387585;0,25
5275;47034;4;6.6.2014 0:00;471 Kontula;4716;3200;0.0;51;0.0;2015;2015;0.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;VVO;Kaupunki myy / myynyt;940;0,031552956;0,00387585;0,25
5276;39141;32;19.3.2010 0:00;391 Tapaninvainio;3912;384;0.0;3;2011.0;2013;2014;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;YIT;Kaupunki myy / myynyt;730;0,038910223;0,000421776;0,75
5277;39143;6;19.3.2010 0:00;391 Tapaninvainio;3912;160;0.0;1;2011.0;2018;2019;8.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;RAKENNUTTAJARYHMÄ;Kaupunki;730;0,038910223;0,000421776;-0,25
5278;39143;7;19.3.2010 0:00;391 Tapaninvainio;3912;160;0.0;1;2011.0;2016;2017;6.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;RAKENNUTTAJARYHMÄ;Kaupunki;730;0,038910223;0,000421776;0
5279;39142;7;19.3.2010 0:00;391 Tapaninvainio;3912;140;0.0;1;2011.0;2016;2017;6.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;RAKENNUTTAJARYHMÄ;Kaupunki;730;0,038910223;0,000421776;0
5280;39142;8;19.3.2010 0:00;391 Tapaninvainio;3912;140;0.0;1;2011.0;2018;2019;8.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;RAKENNUTTAJARYHMÄ;Kaupunki;730;0,038910223;0,000421776;-0,25
5281;39142;9;19.3.2010 0:00;391 Tapaninvainio;3912;140;0.0;1;2011.0;2016;2017;6.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;RAKENNUTTAJARYHMÄ;Kaupunki;730;0,038910223;0,000421776;0
5282;39142;10;19.3.2010 0:00;391 Tapaninvainio;3912;160;0.0;1;2011.0;2016;2016;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;RAKENNUTTAJARYHMÄ;Kaupunki;730;0,038910223;0,000421776;0
5283;39142;11;19.3.2010 0:00;391 Tapaninvainio;3912;160;0.0;1;2011.0;2016;2016;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;RAKENNUTTAJARYHMÄ;Kaupunki;730;0,038910223;0,000421776;0
5284;39142;12;19.3.2010 0:00;391 Tapaninvainio;3912;160;0.0;1;2011.0;2016;2016;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;RAKENNUTTAJARYHMÄ;Kaupunki;730;0,038910223;0,000421776;0
5285;39142;13;19.3.2010 0:00;391 Tapaninvainio;3912;160;0.0;1;2011.0;2016;2016;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;RAKENNUTTAJARYHMÄ;Kaupunki;730;0,038910223;0,000421776;0
5286;39142;14;19.3.2010 0:00;391 Tapaninvainio;3912;140;0.0;1;2011.0;2016;2017;6.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;RAKENNUTTAJARYHMÄ;Kaupunki;730;0,038910223;0,000421776;0
5287;39142;15;19.3.2010 0:00;391 Tapaninvainio;3912;140;0.0;1;2011.0;2016;2017;6.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;RAKENNUTTAJARYHMÄ;Kaupunki;730;0,038910223;0,000421776;0
5288;39142;16;19.3.2010 0:00;391 Tapaninvainio;3912;140;0.0;1;2011.0;2016;2017;6.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;RAKENNUTTAJARYHMÄ;Kaupunki;730;0,038910223;0,000421776;0
5289;38259;7;9.5.2008 0:00;383 Pihlajamäki;3834;130;0.0;1;2009.0;2017;2018;9.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;710;0,035720116;-0,003637274;0
5290;38259;8;9.5.2008 0:00;383 Pihlajamäki;3834;130;0.0;1;2009.0;2017;2018;9.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;710;0,035720116;-0,003637274;0
5291;38259;9;9.5.2008 0:00;383 Pihlajamäki;3834;130;0.0;1;2009.0;2017;2017;8.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;710;0,035720116;-0,003637274;0
5292;45296;14;25.4.2008 0:00;451 Vartioharju;4511;326;0.0;2;2008.0;2008;2012;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ok/Paritalo;TUNTEMATON;Yksityinen;950;0,040112264;0,001804418;4,75
5293;38037;9;9.5.2008 0:00;383 Pihlajamäki;3834;160;0.0;1;2009.0;2011;2018;9.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;710;0,035720116;-0,003637274;1,5
5294;38037;10;9.5.2008 0:00;383 Pihlajamäki;3834;143;0.0;1;2009.0;2010;2011;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;710;0,035720116;-0,003637274;1,25
5295;49018;14;14.3.2008 0:00;491 Yliskylä;4915;4200;0.0;48;2009.0;2008;2009;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;SKANSKA;Yksityinen;840;0,038558118;0,009596514;4,75
5296;49027;1;14.3.2008 0:00;491 Yliskylä;4915;3000;0.0;33;2009.0;2011;2012;3.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Kerrostalo;SATO-RAKENNUTTAJAT OY;Kaupunki;840;0,038558118;0,009596514;1,5
