hanke;kortteli;tontti;asemakaava_lainvoimainen;osa_alue;pienalue;asuinkerrosala;muu_ala;asuntojen_maara;rakentamisvalmiusvuosi;aloitusvuosi;valmistumisvuosi;valmistumisaika;hallinta;hallintasuhde;rahoitusmuoto;hitas;erityisryhmä;talotyyppi;rakennuttaja;maanomistus;post_code;AAGR;AAGR_vaesto;peruskorko
1790B;29036;18;2014-06-06 00:00:00;291 Etelä-Haaga;2913;1600;0;24;0;2015;2016;0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;POHJOLA ASUNTORAHASTO I KY ;Yksityinen;320;4,976107362;0,137404862;0,25
1793A;45201;11;1998-01-16 00:00:00;452 Puotila;4520;4400;0.0;58;1998.0;1999;2000;2.0;ARA-vuokra;Vuokra-asuntoja;Valtion laina;Ei Hitas;Ei erityisryhmää;Kerrostalo;ATT;Kaupunki;910;4,079831899;0,554133959;0
1793B;45202;8;1998-10-23 00:00:00;452 Puotila;4520;1750;0.0;20;1997.0;1999;2000;3.0;Välimuoto;Asumisoikeusasuntoja;Valtion laina;Ei Hitas;Ei erityisryhmää;Kerrostalo;ETELÄ-SUOMEN YH-RAKENNUTTAJA;Kaupunki;910;4,079831899;0,554133959;0
1793C;45202;9;1998-10-23 00:00:00;452 Puotila;4520;2650;0.0;31;1998.0;1999;2000;2.0;Välimuoto;Omistusasuntoja;Yhtiölainan korkotuki;Hitas;Ei erityisryhmää;Kerrostalo;ETELÄ-SUOMEN YH-RAKENNUTTAJA;Kaupunki;910;4,079831899;0,554133959;0
1796A;45089;6;1998-01-30 00:00:00;453 Puotinharju;4534;400;0.0;4;1998.0;1999;2000;2.0;Välimuoto;Omistusasuntoja;Yhtiölainan korkotuki;Hitas;Ei erityisryhmää;Rivitalo;ETELÄ-SUOMEN YH-RAKENNUTTAJA;Kaupunki;900;3,598053331;0,485355358;0
1796B;45088;3;1998-01-30 00:00:00;453 Puotinharju;4534;300;0.0;3;1998.0;1999;2000;2.0;Välimuoto;Omistusasuntoja;Yhtiölainan korkotuki;Hitas;Ei erityisryhmää;Rivitalo;ETELÄ-SUOMEN YH-RAKENNUTTAJA;Kaupunki;900;3,598053331;0,485355358;0
1796C;45088;4;1998-01-30 00:00:00;453 Puotinharju;4534;400;0.0;4;1998.0;1999;2000;2.0;Välimuoto;Omistusasuntoja;Yhtiölainan korkotuki;Hitas;Ei erityisryhmää;Rivitalo;ETELÄ-SUOMEN YH-RAKENNUTTAJA;Kaupunki;900;3,598053331;0,485355358;0
1796D;45088;5;1998-01-30 00:00:00;453 Puotinharju;4534;400;0.0;4;1998.0;1999;2000;2.0;Välimuoto;Omistusasuntoja;Yhtiölainan korkotuki;Hitas;Ei erityisryhmää;Rivitalo;ETELÄ-SUOMEN YH-RAKENNUTTAJA;Kaupunki;900;3,598053331;0,485355358;0
1796E;45088;6;1998-01-30 00:00:00;453 Puotinharju;4534;400;0.0;4;1998.0;1999;2000;2.0;Välimuoto;Omistusasuntoja;Yhtiölainan korkotuki;Hitas;Ei erityisryhmää;Rivitalo;ETELÄ-SUOMEN YH-RAKENNUTTAJA;Kaupunki;900;3,598053331;0,485355358;0
1823A;49035;5;2000-12-08 00:00:00;491 Yliskylä;4915;2300;0.0;28;1999.0;2002;2003;4.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Ei erityisryhmää;Kerrostalo;SATO-RAKENNUTTAJAT OY;Kaupunki;840;3,855811843;0,95965144;3,5
1823B;49035;4;2000-12-08 00:00:00;491 Yliskylä;4915;2300;0.0;28;2000.0;2002;2003;3.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Vanhukset;Kerrostalo;SATO-RAKENNUTTAJAT OY;Kaupunki;840;3,855811843;0,95965144;3,5
1823C;49035;3;2000-12-08 00:00:00;491 Yliskylä;4915;2900;0.0;27;1999.0;2001;2002;3.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Ei erityisryhmää;Rivitalo;SATO-RAKENNUTTAJAT OY;Kaupunki;840;3,855811843;0,95965144;5,25
1860A;28052;23;2000-05-19 00:00:00;284 Patola;2844;4650;0.0;64;2000.0;2002;2003;3.0;Välimuoto;Asumisoikeusasuntoja;Valtion tuki;Ei Hitas;Ei erityisryhmää;Kerrostalo;ATT;Kaupunki;640;4,028670904;0,48461559;3,5
1860B;28052;22;2000-05-19 00:00:00;284 Patola;2844;3700;0.0;52;2000.0;2002;2003;3.0;ARA-vuokra;Vuokra-asuntoja;Valtion tuki;Ei Hitas;Ei erityisryhmää;Kerrostalo;ATT;Kaupunki;640;4,028670904;0,48461559;3,5
1860C;28052;21;2000-05-19 00:00:00;284 Patola;2844;1900;0.0;27;2000.0;2002;2003;3.0;ARA-vuokra;Vuokra-asuntoja;Valtion tuki;Ei Hitas;Ei erityisryhmää;Kerrostalo;ATT;Kaupunki;640;4,028670904;0,48461559;3,5
1862A;33098;3;2005-11-25 00:00:00;331 Kannelmäki;3313;1950;0.0;24;2000.0;2001;2002;2.0;ARA-vuokra;Vuokra-asuntoja;Valtion laina;Ei Hitas;Ei erityisryhmää;Kerrostalo;ATT;Kaupunki;420;3,889135139;0,066129681;5,25
1862B;33098;4;2005-11-25 00:00:00;331 Kannelmäki;3313;1580;0.0;20;2000.0;2001;2003;3.0;Välimuoto;Asumisoikeusasuntoja;Valtion laina;Ei Hitas;Ei erityisryhmää;Kerrostalo;ATT;Kaupunki;420;3,889135139;0,066129681;5,25
1862C;33098;6;2005-11-25 00:00:00;331 Kannelmäki;3313;1480;0.0;19;2000.0;2001;2003;3.0;ARA-vuokra;Vuokra-asuntoja;Valtion laina;Ei Hitas;Ei erityisryhmää;Kerrostalo;ATT;Kaupunki;420;3,889135139;0,066129681;5,25
1863A;17025;6;2000-04-20 00:00:00;173 Itä-Pasila;1730;8300;0.0;100;2000.0;2003;2004;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;HARTELA;Kaupunki;520;5,416618108;0,178318838;3,25
1903A;39119;14;2015-08-07 00:00:00;391 Tapaninvainio;3914;1243;0;18;2015.0;2021;2022;7.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;SKANSKA (BoKlok);Kaupunki;730;3,891022323;0,042177595;-0,5
1903B;39119;15;2015-08-07 00:00:00;391 Tapaninvainio;3914;1257;0;15;2015.0;2021;2022;7.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;SKANSKA (BoKlok);Kaupunki;730;3,891022323;0,042177595;-0,5
1908A;54265;1;1998-04-24 00:00:00;541 Keski-Vuosaari;5412;189;0.0;1;1998.0;2001;2002;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;960;3,814744686;0,898424412;5,25
1908B;54265;2;1998-04-24 00:00:00;541 Keski-Vuosaari;5412;189;0.0;1;1998.0;2002;2003;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;960;3,814744686;0,898424412;3,5
1908C;54265;3;1998-04-24 00:00:00;541 Keski-Vuosaari;5412;186;0.0;1;1998.0;2002;2004;6.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;960;3,814744686;0,898424412;3,5
1908D;54265;4;1998-04-24 00:00:00;541 Keski-Vuosaari;5412;189;0.0;1;1998.0;2003;2003;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;960;3,814744686;0,898424412;3,25
1908E;54265;5;1998-04-24 00:00:00;541 Keski-Vuosaari;5412;210;0.0;1;1998.0;2001;2002;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;960;3,814744686;0,898424412;5,25
1909A;54056;3;1998-04-24 00:00:00;541 Keski-Vuosaari;5412;263;0.0;1;1998.0;2003;2004;6.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;960;3,814744686;0,898424412;3,25
1909B;54056;4;1998-04-24 00:00:00;541 Keski-Vuosaari;5412;189;0.0;1;1998.0;2001;2003;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;960;3,814744686;0,898424412;5,25
1909C;54056;5;1998-04-24 00:00:00;541 Keski-Vuosaari;5412;189;0.0;1;1998.0;2001;2002;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;960;3,814744686;0,898424412;5,25
1909D;54056;6;1998-04-24 00:00:00;541 Keski-Vuosaari;5412;189;0.0;1;1998.0;2001;2002;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;960;3,814744686;0,898424412;5,25
1909E;54056;7;1998-04-24 00:00:00;541 Keski-Vuosaari;5412;189;0.0;1;1998.0;2001;2002;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;960;3,814744686;0,898424412;5,25
1909F;54056;8;1998-04-24 00:00:00;541 Keski-Vuosaari;5412;189;0.0;1;1998.0;2003;2004;6.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;960;3,814744686;0,898424412;3,25
1909G;54056;9;1998-04-24 00:00:00;541 Keski-Vuosaari;5412;210;0.0;1;1998.0;2003;2004;6.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;960;3,814744686;0,898424412;3,25
1918B;47118;9;1985-11-15 00:00:00;472 Vesala;4721;395;0.0;2;1986.0;2001;2001;15.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Ok/Paritalo;TUNTEMATON;Yksityinen;940;3,155295611;-0,200216982;5,25
1941A;36113;2;2005-05-27 00:00:00;364 Viikinmäki;3640;1666;0.0;30;2005.0;2018;2018;13.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;E-HOUSE OY;Kaupunki myy / myynyt;710;3,572011567;76,45817824;-0,25
1941B;36113;3;2005-05-27 00:00:00;364 Viikinmäki;3640;1217;0.0;21;2005.0;2017;2019;14.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;RAKENNUS OMERA OY;Kaupunki myy / myynyt;710;3,572011567;76,45817824;0
1941C;36113;4;2005-05-27 00:00:00;364 Viikinmäki;3640;1217;0.0;22;2005.0;2017;2020;15.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;TOIVO GROUP;Kaupunki;710;3,572011567;76,45817824;0
1991A;45043;35;2003-11-20 00:00:00;455 Marjaniemi;4550;243;0.0;1;1999.0;1999;2000;1.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Ok/Paritalo;TUNTEMATON;Yksityinen;930;3,818994402;0,462123526;0
1991B;45043;36;2003-11-20 00:00:00;455 Marjaniemi;4550;228;0.0;2;2001.0;2004;2006;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Ok/Paritalo;TUNTEMATON;Yksityinen;930;3,818994402;0,462123526;2,25
1993A;54197;1;2000-04-28 00:00:00;544 Meri-Rastila;5442;900;0.0;9;2000.0;2003;2004;4.0;Välimuoto;Asumisoikeusasuntoja;Valtion laina;Ei Hitas;Ei erityisryhmää;Rivitalo;ATT;Kaupunki;980;4,169115363;-0,081754083;3,25
1993B;54197;2;2000-04-28 00:00:00;544 Meri-Rastila;5442;1077;0.0;10;2000.0;2003;2004;4.0;Välimuoto;Asumisoikeusasuntoja;Valtion laina;Ei Hitas;Ei erityisryhmää;Rivitalo;ATT;Kaupunki;980;4,169115363;-0,081754083;3,25
2000A;35028;8;1999-04-16 00:00:00;351 Paloheinä;3511;124;0.0;1;1999.0;2002;2003;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;670;3,534406535;0,173475075;3,5
2000B;35028;9;1999-04-16 00:00:00;351 Paloheinä;3511;120;0.0;1;2000.0;2001;2002;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;670;3,534406535;0,173475075;5,25
2000C;35028;10;1999-04-16 00:00:00;351 Paloheinä;3511;127;0.0;1;2000.0;2000;2001;1.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;670;3,534406535;0,173475075;3,5
2000D;35028;11;1999-04-16 00:00:00;351 Paloheinä;3511;120;0.0;1;2000.0;2002;2002;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;670;3,534406535;0,173475075;3,5
2000E;35028;12;1999-04-16 00:00:00;351 Paloheinä;3511;120;0.0;1;2000.0;2001;2002;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;670;3,534406535;0,173475075;5,25
2000F;35028;13;1999-04-16 00:00:00;351 Paloheinä;3511;120;0.0;1;2000.0;2001;2002;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;670;3,534406535;0,173475075;5,25
2067A;45024;4;2003-11-20 00:00:00;455 Marjaniemi;4550;1517;0.0;8;1997.0;2000;2001;4.0;ARA-vuokra;Vuokra-asuntoja;Valtion laina;Ei Hitas;Vammaiset;Kerrostalo;KEHITYSVAMMATUKI 57 RY;Kaupunki;930;3,818994402;0,462123526;3,5
2067B;45011;7;2003-11-20 00:00:00;455 Marjaniemi;4550;2190;0.0;0;1997.0;2000;2001;4.0;ARA-vuokra;Vuokra-asuntoja;Valtion laina;Ei Hitas;Vammaiset;Kerrostalo;KEHITYSVAMMATUKI 57 RY;Kaupunki;930;3,818994402;0,462123526;3,5
2073A;41267;40;2000-06-09 00:00:00;411 Puistola;4111;159;0.0;1;2000.0;2003;2003;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;750;3,295993573;-0,103618172;3,25
2073B;41267;41;2000-06-09 00:00:00;411 Puistola;4111;170;0.0;1;2000.0;2002;2003;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;750;3,295993573;-0,103618172;3,5
2084A;43176;7;1999-05-28 00:00:00;431 Länsi-Herttoniemi;4314;162;0.0;1;1999.0;2001;2001;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;800;5,128770189;0,327454298;5,25
2084B;43176;8;1999-05-28 00:00:00;431 Länsi-Herttoniemi;4314;162;0.0;1;1999.0;2003;2003;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;800;5,128770189;0,327454298;3,25
2108A;39134;19;1981-05-21 00:00:00;391 Tapaninvainio;3912;130;0.0;1;1981.0;1999;2000;19.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Valtio;730;3,891022323;0,042177595;0
2108B;39134;20;1981-05-21 00:00:00;391 Tapaninvainio;3912;136;0.0;1;1981.0;1999;2000;19.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Valtio;730;3,891022323;0,042177595;0
2111A;40159;18;1999-11-19 00:00:00;402 Tapulikaupunki;4022;142;0.0;1;1998.0;2004;2005;7.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;750;3,295993573;0,045718833;2,25
2111B;40159;19;1999-11-19 00:00:00;402 Tapulikaupunki;4022;142;0.0;1;1999.0;1999;2000;1.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;750;3,295993573;0,045718833;0
2114A;45124;19;1977-06-01 00:00:00;454 Myllypuro;4542;171;0.0;2;1998.0;2000;2001;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Ok/Paritalo;TUNTEMATON;Valtio;920;4,03674203;1,644955127;3,5
2114B;45124;20;1977-06-01 00:00:00;454 Myllypuro;4542;171;0.0;2;0;2000;2001;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Ok/Paritalo;TUNTEMATON;Valtio;920;4,03674203;1,644955127;3,5
2115A;45124;17;1977-06-01 00:00:00;454 Myllypuro;4542;163;0.0;1;1998.0;1999;2000;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Valtio;920;4,03674203;1,644955127;0
2115B;45124;18;1977-06-01 00:00:00;454 Myllypuro;4542;163;0.0;1;0;1999;2000;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Valtio;920;4,03674203;1,644955127;0
2131B;33309;2;1985-11-01 00:00:00;334 Hakuninmaa;3343;150;0.0;1;1987.0;2003;2004;17.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Ok/Paritalo;TUNTEMATON;Yksityinen;430;4,551224096;-0,565729491;3,25
2165A;33098;11;2005-11-25 00:00:00;331 Kannelmäki;3313;1570;0.0;16;2000.0;2001;2002;2.0;Välimuoto;Omistusasuntoja;Yhtiölainan korkotuki;Hitas;Ei erityisryhmää;Kerrostalo;ATT;Kaupunki;420;3,889135139;0,066129681;5,25
2165B;33098;12;2005-11-25 00:00:00;331 Kannelmäki;3313;1570;0.0;16;2000.0;2001;2002;2.0;Välimuoto;Omistusasuntoja;Yhtiölainan korkotuki;Hitas;Ei erityisryhmää;Kerrostalo;ATT;Kaupunki;420;3,889135139;0,066129681;5,25
2178A;36115;03a;2005-05-27 00:00:00;364 Viikinmäki;3640;2440;0.0;31;2007.0;2019;2020;13.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Rivitalo;TA-YHTIÖT;Kaupunki myy / myynyt;710;3,572011567;76,45817824;-0,25
2178B;36115;03b;2005-05-27 00:00:00;364 Viikinmäki;3640;1650;0.0;23;2007.0;2019;2020;13.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Rivitalo;TA-YHTIÖT;Kaupunki myy / myynyt;710;3,572011567;76,45817824;-0,25
2190A;39062;21;2013-04-19 00:00:00;391 Tapaninvainio;3915;1000;0.0;10;0;2015;2016;0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hintakontrolloitu;Ei erityisryhmää;Pientalo;Optimikodit Oy;Kaupunki;780;3,168852193;0,042177595;0,25
2190B;39062;22;2013-04-19 00:00:00;391 Tapaninvainio;3915;500;0.0;5;0;2015;2016;0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hintakontrolloitu;Ei erityisryhmää;Pientalo;OPTIMIKODIT OY;Kaupunki;780;3,168852193;0,042177595;0,25
2210A;17028;2;2019-01-09 00:00:00;173 Itä-Pasila;1730;2430;0;46;2019.0;2021;2023;4.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;SRV YHTIÖT;Kaupunki myy / myynyt;520;5,416618108;0,178318838;-0,5
2210B;17028;3;2019-01-09 00:00:00;173 Itä-Pasila;1730;4090;0;83;2019.0;2021;2023;4.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;SRV YHTIÖT;Kaupunki myy / myynyt;520;5,416618108;0,178318838;-0,5
2210C;17028;5;2019-01-09 00:00:00;173 Itä-Pasila;1730;3943;0;62;2019.0;2021;2023;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;SRV YHTIÖT;Kaupunki myy / myynyt;520;5,416618108;0,178318838;-0,5
2227A;54207;6;2000-04-28 00:00:00;544 Meri-Rastila;5442;292;0.0;1;2000.0;2015;2015;15.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;RAKENNUSLIIKE J. RAJALA OY;Kaupunki myy / myynyt;980;4,169115363;-0,081754083;0,25
2227B;54207;7;2000-04-28 00:00:00;544 Meri-Rastila;5442;865;0.0;5;2000.0;2014;2016;16.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Rivitalo;RAKENNUSLIIKE J. RAJALA OY;Kaupunki myy / myynyt;980;4,169115363;-0,081754083;0,5
2227C;54207;8;2000-04-28 00:00:00;544 Meri-Rastila;5442;539;0.0;3;2000.0;2015;2016;16.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Rivitalo;RAKENNUSLIIKE J. RAJALA OY;Kaupunki myy / myynyt;980;4,169115363;-0,081754083;0,25
2228A;54203;1;2000-04-28 00:00:00;544 Meri-Rastila;5442;192;0.0;1;2000.0;2002;2003;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki myy / myynyt;980;4,169115363;-0,081754083;3,5
2228B;54203;2;2000-04-28 00:00:00;544 Meri-Rastila;5442;192;0.0;1;2000.0;2020;2021;21.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;YKSITYISHENKILÖ(T);Kaupunki myy / myynyt;980;4,169115363;-0,081754083;-0,25
2228D;54203;4;2000-04-28 00:00:00;544 Meri-Rastila;5442;171;0.0;1;2000.0;2004;2006;6.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki myy / myynyt;980;4,169115363;-0,081754083;2,25
2228E;54203;5;2000-04-28 00:00:00;544 Meri-Rastila;5442;221;0.0;1;2000.0;2004;2005;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki myy / myynyt;980;4,169115363;-0,081754083;2,25
2230A;54205;2;2000-04-28 00:00:00;544 Meri-Rastila;5442;1483;0.0;13;2000.0;2004;2005;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Ok/Paritalo;VVO;Kaupunki myy / myynyt;980;4,169115363;-0,081754083;2,25
2230B;54205;5;2000-04-28 00:00:00;544 Meri-Rastila;5442;1745;0.0;13;2000.0;2011;2015;15.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Ok/Paritalo;VVO;Kaupunki myy / myynyt;980;4,169115363;-0,081754083;1,5
2230C;54205;6;2000-04-28 00:00:00;544 Meri-Rastila;5442;2140;0.0;16;2000.0;2011;2012;12.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Ok/Paritalo;VVO;Kaupunki myy / myynyt;980;4,169115363;-0,081754083;1,5
2231A;54206;1;2000-04-28 00:00:00;544 Meri-Rastila;5442;230;0.0;1;2000.0;2004;2006;6.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki myy / myynyt;980;4,169115363;-0,081754083;2,25
2231B;54206;2;2000-04-28 00:00:00;544 Meri-Rastila;5442;279;0.0;1;2000.0;2003;2004;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki myy / myynyt;980;4,169115363;-0,081754083;3,25
2231C;54206;3;2000-04-28 00:00:00;544 Meri-Rastila;5442;232;0.0;2;2000.0;2002;2003;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki myy / myynyt;980;4,169115363;-0,081754083;3,5
2245A;32100;1;2001-06-29 00:00:00;320 Konala;3202;2500;0.0;47;2001.0;2003;2004;3.0;ARA-vuokra;Vuokra-asuntoja;Valtion laina;Ei Hitas;Nuoriso;Kerrostalo;ALKUASUNNOT;Kaupunki;390;3,996363534;1,657450466;3,25
2245B;32100;2;2001-06-29 00:00:00;320 Konala;3202;1500;0.0;25;2001.0;2003;2004;3.0;ARA-vuokra;Vuokra-asuntoja;Valtion laina;Ei Hitas;Nuoriso;Kerrostalo;ALKUASUNNOT;Kaupunki;390;3,996363534;1,657450466;3,25
2257A;49251;3;2002-10-11 00:00:00;492 Jollas;4923;4051;0.0;30;2002.0;2006;2007;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;NCC RAKENNUS OY;Yksityinen;850;4,952378241;0,350145248;2,5
2257B;49251;4;2002-10-11 00:00:00;492 Jollas;4923;4051;0.0;30;2002.0;2004;2005;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;TUNTEMATON;Yksityinen;850;4,952378241;0,350145248;2,25
2261A;40091;3;2015-03-06 00:00:00;401 Siltamäki;4015;940;0;14;2018.0;2018;2018;0.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hintakontrolloitu;Ei erityisryhmää;Rivitalo;SKANSKA;Kaupunki;740;2,93341527;0,759490658;-0,25
2261B;40091;4;2015-03-06 00:00:00;401 Siltamäki;4015;860;0;12;2018.0;2018;2018;0.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hintakontrolloitu;Ei erityisryhmää;Rivitalo;SKANSKA;Kaupunki;740;2,93341527;0,759490658;-0,25
